player_name,team,position,overall_rank,position_rank,tier,projection,auction_value,source,bye_week,draft_year,draft_round,age_at_week_1,source_file
Bucky Irving,TB,RB,56,18,,,,ESPN 2026 Dynasty Top 240,,2024,4,24,espnDynastyNFL26_CS_Dyn.pdf
Joe Burrow,CIN,QB,57,7,,,,ESPN 2026 Dynasty Top 240,,2020,1,29.67,espnDynastyNFL26_CS_Dyn.pdf
Josh Jacobs,GB,RB,58,19,,,,ESPN 2026 Dynasty Top 240,,2019,1,28.5,espnDynastyNFL26_CS_Dyn.pdf
Patrick Mahomes,KC,QB,59,8,,,,ESPN 2026 Dynasty Top 240,,2017,1,30.92,espnDynastyNFL26_CS_Dyn.pdf
Caleb Williams,CHI,QB,60,9,,,,ESPN 2026 Dynasty Top 240,,2024,1,24.75,espnDynastyNFL26_CS_Dyn.pdf
Jaylen Waddle,DEN,WR,61,27,,,,ESPN 2026 Dynasty Top 240,,2021,1,27.75,espnDynastyNFL26_CS_Dyn.pdf
Sam LaPorta,DET,TE,62,7,,,,ESPN 2026 Dynasty Top 240,,2023,2,25.58,espnDynastyNFL26_CS_Dyn.pdf
Makai Lemon,PHI,WR,63,28,,,,ESPN 2026 Dynasty Top 240,,2026,1,22.25,espnDynastyNFL26_CS_Dyn.pdf
KC Concepcion,CLE,WR,64,29,,,,ESPN 2026 Dynasty Top 240,,2026,1,21.92,espnDynastyNFL26_CS_Dyn.pdf
Jadarian Price,SEA,RB,65,20,,,,ESPN 2026 Dynasty Top 240,,2026,1,22.92,espnDynastyNFL26_CS_Dyn.pdf
Bhayshul Tuten,JAC,RB,66,21,,,,ESPN 2026 Dynasty Top 240,,2025,4,23.5,espnDynastyNFL26_CS_Dyn.pdf
Bo Nix,DEN,QB,67,10,,,,ESPN 2026 Dynasty Top 240,,2024,1,26.5,espnDynastyNFL26_CS_Dyn.pdf
Matthew Golden,GB,WR,68,30,,,,ESPN 2026 Dynasty Top 240,,2025,1,23.08,espnDynastyNFL26_CS_Dyn.pdf
Kyren Williams,LAR,RB,69,22,,,,ESPN 2026 Dynasty Top 240,,2022,5,26,espnDynastyNFL26_CS_Dyn.pdf
Terry McLaurin,WAS,WR,70,31,,,,ESPN 2026 Dynasty Top 240,,2019,3,30.92,espnDynastyNFL26_CS_Dyn.pdf
Trevor Lawrence,JAC,QB,71,11,,,,ESPN 2026 Dynasty Top 240,,2021,1,26.92,espnDynastyNFL26_CS_Dyn.pdf
Davante Adams,LAR,WR,72,32,,,,ESPN 2026 Dynasty Top 240,,2014,2,33.67,espnDynastyNFL26_CS_Dyn.pdf
DJ Moore,BUF,WR,73,33,,,,ESPN 2026 Dynasty Top 240,,2018,1,29.33,espnDynastyNFL26_CS_Dyn.pdf
Javonte Williams,DAL,RB,74,23,,,,ESPN 2026 Dynasty Top 240,,2021,2,26.33,espnDynastyNFL26_CS_Dyn.pdf
Brian Thomas Jr.,JAC,WR,75,34,,,,ESPN 2026 Dynasty Top 240,,2024,1,23.92,espnDynastyNFL26_CS_Dyn.pdf
Tucker Kraft,GB,TE,76,8,,,,ESPN 2026 Dynasty Top 240,,2023,3,25.83,espnDynastyNFL26_CS_Dyn.pdf
Alec Pierce,IND,WR,77,35,,,,ESPN 2026 Dynasty Top 240,,2022,2,26.33,espnDynastyNFL26_CS_Dyn.pdf
Michael Pittman Jr.,PIT,WR,78,36,,,,ESPN 2026 Dynasty Top 240,,2020,2,28.92,espnDynastyNFL26_CS_Dyn.pdf
DK Metcalf,PIT,WR,79,37,,,,ESPN 2026 Dynasty Top 240,,2019,2,28.67,espnDynastyNFL26_CS_Dyn.pdf
Jordan Addison,MIN,WR,80,38,,,,ESPN 2026 Dynasty Top 240,,2023,1,24.58,espnDynastyNFL26_CS_Dyn.pdf
Parker Washington,JAC,WR,81,39,,,,ESPN 2026 Dynasty Top 240,,2023,6,24.42,espnDynastyNFL26_CS_Dyn.pdf
Fernando Mendoza,LV,QB,82,12,,,,ESPN 2026 Dynasty Top 240,,2026,1,22.92,espnDynastyNFL26_CS_Dyn.pdf
Omar Cooper Jr.,NYJ,WR,83,40,,,,ESPN 2026 Dynasty Top 240,,2026,1,22.67,espnDynastyNFL26_CS_Dyn.pdf
Wan'Dale Robinson,TEN,WR,84,41,,,,ESPN 2026 Dynasty Top 240,,2022,2,25.67,espnDynastyNFL26_CS_Dyn.pdf
Brock Purdy,SF,QB,85,13,,,,ESPN 2026 Dynasty Top 240,,2022,7,26.67,espnDynastyNFL26_CS_Dyn.pdf
Courtland Sutton,DEN,WR,86,42,,,,ESPN 2026 Dynasty Top 240,,2018,2,30.83,espnDynastyNFL26_CS_Dyn.pdf
George Kittle,SF,TE,87,9,,,,ESPN 2026 Dynasty Top 240,,2017,5,32.92,espnDynastyNFL26_CS_Dyn.pdf
Kenyon Sadiq,NYJ,TE,88,10,,,,ESPN 2026 Dynasty Top 240,,2026,1,21.5,espnDynastyNFL26_CS_Dyn.pdf
Travis Etienne,NO,RB,89,24,,,,ESPN 2026 Dynasty Top 240,,2021,1,27.58,espnDynastyNFL26_CS_Dyn.pdf
D'Andre Swift,CHI,RB,90,25,,,,ESPN 2026 Dynasty Top 240,,2020,2,27.58,espnDynastyNFL26_CS_Dyn.pdf
Jayden Higgins,HOU,WR,91,43,,,,ESPN 2026 Dynasty Top 240,,2025,2,23.67,espnDynastyNFL26_CS_Dyn.pdf
Denzel Boston,CLE,WR,92,44,,,,ESPN 2026 Dynasty Top 240,,2026,2,22.75,espnDynastyNFL26_CS_Dyn.pdf
Kyle Monangai,CHI,RB,93,26,,,,ESPN 2026 Dynasty Top 240,,2025,7,24.42,espnDynastyNFL26_CS_Dyn.pdf
Justin Herbert,LAC,QB,94,14,,,,ESPN 2026 Dynasty Top 240,,2020,1,28.42,espnDynastyNFL26_CS_Dyn.pdf
Dak Prescott,DAL,QB,95,15,,,,ESPN 2026 Dynasty Top 240,,2016,4,33.08,espnDynastyNFL26_CS_Dyn.pdf
RJ Harvey,DEN,RB,96,27,,,,ESPN 2026 Dynasty Top 240,,2025,2,25.58,espnDynastyNFL26_CS_Dyn.pdf
Germie Bernard,PIT,WR,97,45,,,,ESPN 2026 Dynasty Top 240,,2026,2,22.75,espnDynastyNFL26_CS_Dyn.pdf
Christian Watson,GB,WR,98,46,,,,ESPN 2026 Dynasty Top 240,,2022,2,27.25,espnDynastyNFL26_CS_Dyn.pdf
Travis Hunter,JAC,WR,99,47,,,,ESPN 2026 Dynasty Top 240,,2025,1,23.25,espnDynastyNFL26_CS_Dyn.pdf
Ricky Pearsall,SF,WR,100,48,,,,ESPN 2026 Dynasty Top 240,,2024,1,26,espnDynastyNFL26_CS_Dyn.pdf
Chuba Hubbard,CAR,RB,101,28,,,,ESPN 2026 Dynasty Top 240,,2021,4,27.17,espnDynastyNFL26_CS_Dyn.pdf
Cameron Ward,TEN,QB,102,16,,,,ESPN 2026 Dynasty Top 240,,2025,1,24.25,espnDynastyNFL26_CS_Dyn.pdf
Tyler Shough,NO,QB,103,17,,,,ESPN 2026 Dynasty Top 240,,2025,2,26.92,espnDynastyNFL26_CS_Dyn.pdf
Jake Ferguson,DAL,TE,104,11,,,,ESPN 2026 Dynasty Top 240,,2022,4,27.58,espnDynastyNFL26_CS_Dyn.pdf
Michael Wilson,ARI,WR,105,49,,,,ESPN 2026 Dynasty Top 240,,2023,3,26.5,espnDynastyNFL26_CS_Dyn.pdf
Jakobi Meyers,JAC,WR,106,50,,,,ESPN 2026 Dynasty Top 240,,2019,U,29.83,espnDynastyNFL26_CS_Dyn.pdf
David Montgomery,HOU,RB,107,29,,,,ESPN 2026 Dynasty Top 240,,2019,3,29.25,espnDynastyNFL26_CS_Dyn.pdf
T.J. Hockenson,MIN,TE,108,12,,,,ESPN 2026 Dynasty Top 240,,2019,1,29.17,espnDynastyNFL26_CS_Dyn.pdf
Mike Evans,SF,WR,109,51,,,,ESPN 2026 Dynasty Top 240,,2014,1,33,espnDynastyNFL26_CS_Dyn.pdf
Jaylen Warren,PIT,RB,110,30,,,,ESPN 2026 Dynasty Top 240,,2022,U,27.83,espnDynastyNFL26_CS_Dyn.pdf
Tony Pollard,TEN,RB,111,31,,,,ESPN 2026 Dynasty Top 240,,2019,4,29.33,espnDynastyNFL26_CS_Dyn.pdf
Chris Bell,MIA,WR,112,52,,,,ESPN 2026 Dynasty Top 240,,2026,3,22.25,espnDynastyNFL26_CS_Dyn.pdf
Aaron Jones,MIN,RB,113,32,,,,ESPN 2026 Dynasty Top 240,,2017,5,31.75,espnDynastyNFL26_CS_Dyn.pdf
Rhamondre Stevenson,NE,RB,114,33,,,,ESPN 2026 Dynasty Top 240,,2021,4,28.5,espnDynastyNFL26_CS_Dyn.pdf
Rico Dowdle,PIT,RB,115,34,,,,ESPN 2026 Dynasty Top 240,,2020,U,28.17,espnDynastyNFL26_CS_Dyn.pdf
Xavier Worthy,KC,WR,116,53,,,,ESPN 2026 Dynasty Top 240,,2024,1,23.33,espnDynastyNFL26_CS_Dyn.pdf
Kenneth Gainwell,TB,RB,117,35,,,,ESPN 2026 Dynasty Top 240,,2021,5,27.42,espnDynastyNFL26_CS_Dyn.pdf
Jonathon Brooks,CAR,RB,118,36,,,,ESPN 2026 Dynasty Top 240,,2024,2,23.08,espnDynastyNFL26_CS_Dyn.pdf
Daniel Jones,IND,QB,119,18,,,,ESPN 2026 Dynasty Top 240,,2019,1,29.25,espnDynastyNFL26_CS_Dyn.pdf
Quentin Johnston,LAC,WR,120,54,,,,ESPN 2026 Dynasty Top 240,,2023,1,25,espnDynastyNFL26_CS_Dyn.pdf
Khalil Shakir,BUF,WR,121,55,,,,ESPN 2026 Dynasty Top 240,,2022,5,26.58,espnDynastyNFL26_CS_Dyn.pdf
Woody Marks,HOU,RB,122,37,,,,ESPN 2026 Dynasty Top 240,,2025,4,25.67,espnDynastyNFL26_CS_Dyn.pdf
Josh Downs,IND,WR,123,56,,,,ESPN 2026 Dynasty Top 240,,2023,3,25,espnDynastyNFL26_CS_Dyn.pdf
Jalen McMillan,TB,WR,124,57,,,,ESPN 2026 Dynasty Top 240,,2024,3,24.75,espnDynastyNFL26_CS_Dyn.pdf
Romeo Doubs,NE,WR,125,58,,,,ESPN 2026 Dynasty Top 240,,2022,4,26.33,espnDynastyNFL26_CS_Dyn.pdf
Chris Godwin,TB,WR,126,59,,,,ESPN 2026 Dynasty Top 240,,2017,3,30.5,espnDynastyNFL26_CS_Dyn.pdf
J.K. Dobbins,DEN,RB,127,38,,,,ESPN 2026 Dynasty Top 240,,2020,2,27.67,espnDynastyNFL26_CS_Dyn.pdf
Zach Charbonnet,SEA,RB,128,39,,,,ESPN 2026 Dynasty Top 240,,2023,2,25.67,espnDynastyNFL26_CS_Dyn.pdf
Dallas Goedert,PHI,TE,129,13,,,,ESPN 2026 Dynasty Top 240,,2018,2,31.67,espnDynastyNFL26_CS_Dyn.pdf
Mark Andrews,BAL,TE,130,14,,,,ESPN 2026 Dynasty Top 240,,2018,3,31,espnDynastyNFL26_CS_Dyn.pdf
Jordan Love,GB,QB,131,19,,,,ESPN 2026 Dynasty Top 240,,2020,1,27.83,espnDynastyNFL26_CS_Dyn.pdf
Blake Corum,LAR,RB,132,40,,,,ESPN 2026 Dynasty Top 240,,2024,3,25.75,espnDynastyNFL26_CS_Dyn.pdf
Dalton Kincaid,BUF,TE,133,15,,,,ESPN 2026 Dynasty Top 240,,2023,1,26.83,espnDynastyNFL26_CS_Dyn.pdf
Matthew Stafford,LAR,QB,134,20,,,,ESPN 2026 Dynasty Top 240,,2009,1,38.58,espnDynastyNFL26_CS_Dyn.pdf
Kyler Murray,MIN,QB,135,21,,,,ESPN 2026 Dynasty Top 240,,2019,1,29.08,espnDynastyNFL26_CS_Dyn.pdf
Travis Kelce,KC,TE,136,16,,,,ESPN 2026 Dynasty Top 240,,2013,3,36.92,espnDynastyNFL26_CS_Dyn.pdf
Eli Stowers,PHI,TE,137,17,,,,ESPN 2026 Dynasty Top 240,,2026,2,23.33,espnDynastyNFL26_CS_Dyn.pdf
Isaiah Likely,NYG,TE,138,18,,,,ESPN 2026 Dynasty Top 240,,2022,4,26.33,espnDynastyNFL26_CS_Dyn.pdf
Rachaad White,WAS,RB,139,41,,,,ESPN 2026 Dynasty Top 240,,2022,3,27.58,espnDynastyNFL26_CS_Dyn.pdf
Jacory Croskey-Merritt,WAS,RB,140,42,,,,ESPN 2026 Dynasty Top 240,,2025,7,25.33,espnDynastyNFL26_CS_Dyn.pdf
Jonah Coleman,DEN,RB,141,43,,,,ESPN 2026 Dynasty Top 240,,2026,4,23,espnDynastyNFL26_CS_Dyn.pdf
Chris Brazzell II,CAR,WR,142,60,,,,ESPN 2026 Dynasty Top 240,,2026,3,22.92,espnDynastyNFL26_CS_Dyn.pdf
De'Zhaun Stribling,SF,WR,143,61,,,,ESPN 2026 Dynasty Top 240,,2026,2,23.67,espnDynastyNFL26_CS_Dyn.pdf
Malachi Fields,NYG,WR,144,62,,,,ESPN 2026 Dynasty Top 240,,2026,3,24.17,espnDynastyNFL26_CS_Dyn.pdf
Ja'Kobi Lane,BAL,WR,145,63,,,,ESPN 2026 Dynasty Top 240,,2026,3,22.08,espnDynastyNFL26_CS_Dyn.pdf
Braelon Allen,NYJ,RB,146,44,,,,ESPN 2026 Dynasty Top 240,,2024,4,22.58,espnDynastyNFL26_CS_Dyn.pdf
Tyler Allgeier,ARI,RB,147,45,,,,ESPN 2026 Dynasty Top 240,,2022,5,26.33,espnDynastyNFL26_CS_Dyn.pdf
Alvin Kamara,NO,RB,148,46,,,,ESPN 2026 Dynasty Top 240,,2017,3,31.08,espnDynastyNFL26_CS_Dyn.pdf
Tyjae Spears,TEN,RB,149,47,,,,ESPN 2026 Dynasty Top 240,,2023,3,25.17,espnDynastyNFL26_CS_Dyn.pdf
Elijah Sarratt,BAL,WR,150,64,,,,ESPN 2026 Dynasty Top 240,,2026,4,23.25,espnDynastyNFL26_CS_Dyn.pdf
Jalen Coker,CAR,WR,151,65,,,,ESPN 2026 Dynasty Top 240,,2024,U,24.83,espnDynastyNFL26_CS_Dyn.pdf
Jayden Reed,GB,WR,152,66,,,,ESPN 2026 Dynasty Top 240,,2023,2,26.33,espnDynastyNFL26_CS_Dyn.pdf
Jack Bech,LV,WR,153,67,,,,ESPN 2026 Dynasty Top 240,,2025,2,23.67,espnDynastyNFL26_CS_Dyn.pdf
Ollie Gordon II,MIA,RB,154,48,,,,ESPN 2026 Dynasty Top 240,,2025,6,22.58,espnDynastyNFL26_CS_Dyn.pdf
Terrance Ferguson,LAR,TE,155,19,,,,ESPN 2026 Dynasty Top 240,,2025,2,23.58,espnDynastyNFL26_CS_Dyn.pdf
Malik Willis,MIA,QB,156,22,,,,ESPN 2026 Dynasty Top 240,,2022,3,27.25,espnDynastyNFL26_CS_Dyn.pdf
Tre Harris,LAC,WR,157,68,,,,ESPN 2026 Dynasty Top 240,,2025,2,24.5,espnDynastyNFL26_CS_Dyn.pdf
Chris Rodriguez,JAC,RB,158,49,,,,ESPN 2026 Dynasty Top 240,,2023,6,26.92,espnDynastyNFL26_CS_Dyn.pdf
Jordan Mason,MIN,RB,159,50,,,,ESPN 2026 Dynasty Top 240,,2022,U,27.25,espnDynastyNFL26_CS_Dyn.pdf
Zachariah Branch,ATL,WR,160,71,,,,ESPN 2026 Dynasty Top 240,,2026,3,22.42,espnDynastyNFL26_CS_Dyn.pdf
Antonio Williams,WAS,WR,161,72,,,,ESPN 2026 Dynasty Top 240,,2026,3,22.08,espnDynastyNFL26_CS_Dyn.pdf
Skyler Bell,BUF,WR,162,73,,,,ESPN 2026 Dynasty Top 240,,2026,4,24.17,espnDynastyNFL26_CS_Dyn.pdf
Mike Washington Jr.,LV,RB,163,51,,,,ESPN 2026 Dynasty Top 240,,2026,4,23.17,espnDynastyNFL26_CS_Dyn.pdf
Jerry Jeudy,CLE,WR,164,69,,,,ESPN 2026 Dynasty Top 240,,2020,1,27.33,espnDynastyNFL26_CS_Dyn.pdf
Calvin Ridley,TEN,WR,165,70,,,,ESPN 2026 Dynasty Top 240,,2018,1,31.67,espnDynastyNFL26_CS_Dyn.pdf
Kaelon Black,SF,RB,166,52,,,,ESPN 2026 Dynasty Top 240,,2026,3,24.83,espnDynastyNFL26_CS_Dyn.pdf
C.J. Stroud,HOU,QB,167,23,,,,ESPN 2026 Dynasty Top 240,,2023,1,24.92,espnDynastyNFL26_CS_Dyn.pdf
Jared Goff,DET,QB,168,24,,,,ESPN 2026 Dynasty Top 240,,2016,1,31.83,espnDynastyNFL26_CS_Dyn.pdf
Gunnar Helm,TEN,TE,169,20,,,,ESPN 2026 Dynasty Top 240,,2025,4,24,espnDynastyNFL26_CS_Dyn.pdf
Brenton Strange,JAC,TE,170,21,,,,ESPN 2026 Dynasty Top 240,,2023,2,25.67,espnDynastyNFL26_CS_Dyn.pdf
Trey Benson,ARI,RB,171,53,,,,ESPN 2026 Dynasty Top 240,,2024,3,24.08,espnDynastyNFL26_CS_Dyn.pdf
Caleb Douglas,MIA,WR,172,74,,,,ESPN 2026 Dynasty Top 240,,2026,3,23,espnDynastyNFL26_CS_Dyn.pdf
James Conner,ARI,RB,173,54,,,,ESPN 2026 Dynasty Top 240,,2017,3,31.33,espnDynastyNFL26_CS_Dyn.pdf
Baker Mayfield,TB,QB,174,25,,,,ESPN 2026 Dynasty Top 240,,2018,1,31.33,espnDynastyNFL26_CS_Dyn.pdf
Ted Hurst,TB,WR,175,75,,,,ESPN 2026 Dynasty Top 240,,2026,3,22.17,espnDynastyNFL26_CS_Dyn.pdf
Tre Tucker,LV,WR,176,76,,,,ESPN 2026 Dynasty Top 240,,2023,3,25.5,espnDynastyNFL26_CS_Dyn.pdf
Jordan James,SF,RB,177,55,,,,ESPN 2026 Dynasty Top 240,,2025,5,22.42,espnDynastyNFL26_CS_Dyn.pdf
Tank Bigsby,PHI,RB,178,56,,,,ESPN 2026 Dynasty Top 240,,2023,3,24,espnDynastyNFL26_CS_Dyn.pdf
Pat Bryant,DEN,WR,179,77,,,,ESPN 2026 Dynasty Top 240,,2025,3,23.67,espnDynastyNFL26_CS_Dyn.pdf
Oronde Gadsden II,LAC,TE,180,22,,,,ESPN 2026 Dynasty Top 240,,2025,5,23.17,espnDynastyNFL26_CS_Dyn.pdf
Bryce Young,CAR,QB,181,26,,,,ESPN 2026 Dynasty Top 240,,2023,1,25.08,espnDynastyNFL26_CS_Dyn.pdf
Sam Darnold,SEA,QB,182,27,,,,ESPN 2026 Dynasty Top 240,,2018,1,29.25,espnDynastyNFL26_CS_Dyn.pdf
Savion Williams,GB,WR,183,78,,,,ESPN 2026 Dynasty Top 240,,2025,3,24.75,espnDynastyNFL26_CS_Dyn.pdf
Isaac TeSlaa,DET,WR,184,79,,,,ESPN 2026 Dynasty Top 240,,2025,3,24.5,espnDynastyNFL26_CS_Dyn.pdf
Dylan Sampson,CLE,RB,185,57,,,,ESPN 2026 Dynasty Top 240,,2025,4,21.92,espnDynastyNFL26_CS_Dyn.pdf
Kyle T. Williams,NE,WR,186,80,,,,ESPN 2026 Dynasty Top 240,,2025,3,23.75,espnDynastyNFL26_CS_Dyn.pdf
Pat Freiermuth,PIT,TE,187,23,,,,ESPN 2026 Dynasty Top 240,,2021,2,27.83,espnDynastyNFL26_CS_Dyn.pdf
Tai Felton,MIN,WR,188,81,,,,ESPN 2026 Dynasty Top 240,,2025,3,23.42,espnDynastyNFL26_CS_Dyn.pdf
Juwan Johnson,NO,TE,189,24,,,,ESPN 2026 Dynasty Top 240,,2020,U,29.92,espnDynastyNFL26_CS_Dyn.pdf
